"Exp","DayOfImaging","Watering.Regime","Mean","NSFTV.ID"
"E3",2,"Control",11000,"NSFTV_83"
"E3",2,"Low water",11157,"NSFTV_83"
"E2",23,"Low water",64994.5,"NSFTV_83"
"E3",1,"Low water",9994,"NSFTV_83"
"E2",22,"Low water",64717.5,"NSFTV_83"
"E1",5,"Low water",27871,"NSFTV_83"
"E2",17,"Control",166152,"NSFTV_83"
"E3",3,"Low water",11092,"NSFTV_83"
"E1",7,"Control",40860,"NSFTV_83"
"E1",7,"Low water",37380,"NSFTV_83"
"E1",6,"Control",33710,"NSFTV_83"
"E1",6,"Low water",33072,"NSFTV_83"
"E2",23,"Control",282894,"NSFTV_83"
"E2",15,"Control",128657.5,"NSFTV_83"
"E2",15,"Low water",54895,"NSFTV_83"
"E2",16,"Control",149299.5,"NSFTV_83"
"E2",16,"Low water",58047,"NSFTV_83"
"E1",19,"Low water",139081,"NSFTV_83"
"E2",17,"Low water",59879.5,"NSFTV_83"
"E1",8,"Control",57156,"NSFTV_83"
"E2",4,"Control",20488.5,"NSFTV_83"
"E2",14,"Low water",53827.5,"NSFTV_83"
"E2",22,"Control",256618,"NSFTV_83"
"E3",1,"Control",9728,"NSFTV_83"
"E2",18,"Control",190949,"NSFTV_83"
"E2",4,"Low water",22461,"NSFTV_83"
"E2",5,"Control",26017.5,"NSFTV_83"
"E2",5,"Low water",26339,"NSFTV_83"
"E3",6,"Low water",15143,"NSFTV_83"
"E2",13,"Low water",51276,"NSFTV_83"
"E2",14,"Control",108168.5,"NSFTV_83"
"E1",17,"Control",268198,"NSFTV_83"
"E1",17,"Low water",129846,"NSFTV_83"
"E1",18,"Control",299012,"NSFTV_83"
"E1",18,"Low water",133657,"NSFTV_83"
"E1",19,"Control",325987,"NSFTV_83"
"E1",0,"Control",7500,"NSFTV_83"
"E2",6,"Control",34553,"NSFTV_83"
"E1",20,"Low water",143018,"NSFTV_83"
"E3",5,"Low water",13883,"NSFTV_83"
"E3",6,"Control",24320,"NSFTV_83"
"E2",13,"Control",91107.5,"NSFTV_83"
"E2",20,"Control",222205,"NSFTV_83"
"E2",20,"Low water",66626,"NSFTV_83"
"E2",21,"Control",233062.5,"NSFTV_83"
"E2",21,"Low water",64212,"NSFTV_83"
"E1",5,"Control",25596,"NSFTV_83"
"E2",3,"Low water",19879,"NSFTV_83"
"E3",22,"Low water",83859,"NSFTV_83"
"E1",12,"Low water",87366,"NSFTV_83"
"E1",20,"Control",357651,"NSFTV_83"
"E3",17,"Low water",48923,"NSFTV_83"
"E3",11,"Control",79274,"NSFTV_83"
"E1",14,"Control",181347,"NSFTV_83"
"E1",8,"Low water",49439,"NSFTV_83"
"E1",9,"Control",73787,"NSFTV_83"
"E3",7,"Control",32867,"NSFTV_83"
"E3",7,"Low water",17510,"NSFTV_83"
"E3",8,"Control",42117,"NSFTV_83"
"E3",8,"Low water",19630,"NSFTV_83"
"E3",9,"Control",53951,"NSFTV_83"
"E3",9,"Low water",23624,"NSFTV_83"
"E3",15,"Low water",43728,"NSFTV_83"
"E3",17,"Control",233374,"NSFTV_83"
"E3",10,"Control",69981,"NSFTV_83"
"E3",18,"Control",270086,"NSFTV_83"
"E1",0,"Low water",8350,"NSFTV_83"
"E1",14,"Low water",104917,"NSFTV_83"
"E1",15,"Control",198097,"NSFTV_83"
"E1",15,"Low water",115820,"NSFTV_83"
"E1",16,"Control",229020,"NSFTV_83"
"E1",16,"Low water",123888,"NSFTV_83"
"E3",14,"Control",140794,"NSFTV_83"
"E3",14,"Low water",39239,"NSFTV_83"
"E3",15,"Control",166127,"NSFTV_83"
"E1",12,"Control",128124,"NSFTV_83"
"E2",10,"Low water",41561.5,"NSFTV_83"
"E2",10,"Control",67194,"NSFTV_83"
"E3",10,"Low water",27610,"NSFTV_83"
"E1",13,"Low water",92846,"NSFTV_83"
"E2",0,"Control",10116.5,"NSFTV_83"
"E2",0,"Low water",11432.5,"NSFTV_83"
"E2",18,"Low water",62333.5,"NSFTV_83"
"E2",19,"Control",204631,"NSFTV_83"
"E2",19,"Low water",64071,"NSFTV_83"
"E3",0,"Control",9353,"NSFTV_83"
"E3",0,"Low water",7689,"NSFTV_83"
"E1",4,"Low water",21820,"NSFTV_83"
"E3",22,"Control",472856,"NSFTV_83"
"E2",9,"Low water",39464.5,"NSFTV_83"
"E2",6,"Low water",30697,"NSFTV_83"
"E3",16,"Control",191386,"NSFTV_83"
"E3",16,"Low water",45624,"NSFTV_83"
"E2",12,"Low water",47719.5,"NSFTV_83"
"E1",10,"Low water",72621,"NSFTV_83"
"E2",7,"Control",42467,"NSFTV_83"
"E1",9,"Low water",61391,"NSFTV_83"
"E1",10,"Control",90887,"NSFTV_83"
"E3",21,"Low water",76993,"NSFTV_83"
"E1",11,"Control",108181,"NSFTV_83"
"E1",11,"Low water",77311,"NSFTV_83"
"E2",9,"Control",55422,"NSFTV_83"
"E2",12,"Control",82932,"NSFTV_83"
"E3",11,"Low water",30018,"NSFTV_83"
"E2",11,"Control",71821.5,"NSFTV_83"
"E2",11,"Low water",44792.5,"NSFTV_83"
"E3",13,"Control",121263,"NSFTV_83"
"E3",13,"Low water",34813,"NSFTV_83"
"E3",12,"Control",96330,"NSFTV_83"
"E3",12,"Low water",32035,"NSFTV_83"
"E1",4,"Control",18579,"NSFTV_83"
"E2",1,"Low water",12697.5,"NSFTV_83"
"E2",2,"Low water",15605.5,"NSFTV_83"
"E2",3,"Control",16879.5,"NSFTV_83"
"E2",1,"Control",11581,"NSFTV_83"
"E3",21,"Control",423868,"NSFTV_83"
"E1",1,"Control",9187,"NSFTV_83"
"E1",1,"Low water",10378,"NSFTV_83"
"E2",8,"Low water",39469.5,"NSFTV_83"
"E3",19,"Control",319591,"NSFTV_83"
"E2",2,"Control",13869.5,"NSFTV_83"
"E2",8,"Control",49640.5,"NSFTV_83"
"E3",18,"Low water",54517,"NSFTV_83"
"E1",3,"Low water",18618,"NSFTV_83"
"E1",2,"Control",12308,"NSFTV_83"
"E1",13,"Control",159550,"NSFTV_83"
"E1",3,"Control",15600,"NSFTV_83"
"E3",20,"Control",376722,"NSFTV_83"
"E3",20,"Low water",69177,"NSFTV_83"
"E2",7,"Low water",35728.5,"NSFTV_83"
"E1",2,"Low water",14960,"NSFTV_83"
"E3",19,"Low water",61600,"NSFTV_83"
"E3",21,"Control",396431,"NSFTV_81"
"E2",22,"Low water",157938,"NSFTV_81"
"E2",0,"Control",13319,"NSFTV_81"
"E2",22,"Control",458826,"NSFTV_81"
"E3",20,"Low water",132538,"NSFTV_81"
"E1",18,"Low water",184002,"NSFTV_81"
"E2",23,"Control",483514,"NSFTV_81"
"E2",21,"Low water",156700,"NSFTV_81"
"E1",20,"Control",436723,"NSFTV_81"
"E1",18,"Control",343773,"NSFTV_81"
"E3",21,"Low water",149227,"NSFTV_81"
"E3",22,"Low water",167370,"NSFTV_81"
"E2",21,"Control",411303,"NSFTV_81"
"E3",1,"Low water",16328,"NSFTV_81"
"E3",0,"Control",10547,"NSFTV_81"
"E3",22,"Control",437360,"NSFTV_81"
"E3",1,"Control",14115,"NSFTV_81"
"E2",1,"Low water",16041,"NSFTV_81"
"E3",2,"Control",19602,"NSFTV_81"
"E3",0,"Low water",12422,"NSFTV_81"
"E2",1,"Control",18032,"NSFTV_81"
"E2",20,"Low water",158625,"NSFTV_81"
"E3",20,"Control",348447,"NSFTV_81"
"E2",0,"Low water",13218,"NSFTV_81"
"E3",15,"Control",191431,"NSFTV_81"
"E1",19,"Control",387464,"NSFTV_81"
"E1",19,"Low water",191158,"NSFTV_81"
"E3",14,"Low water",93924,"NSFTV_81"
"E1",14,"Control",203197,"NSFTV_81"
"E1",14,"Low water",125854,"NSFTV_81"
"E1",15,"Control",236946,"NSFTV_81"
"E1",13,"Low water",114675,"NSFTV_81"
"E1",16,"Low water",161759,"NSFTV_81"
"E1",17,"Control",296643,"NSFTV_81"
"E1",17,"Low water",173940,"NSFTV_81"
"E3",14,"Control",162191,"NSFTV_81"
"E2",19,"Low water",154613,"NSFTV_81"
"E1",4,"Control",26496,"NSFTV_81"
"E1",4,"Low water",23215,"NSFTV_81"
"E1",5,"Control",32291,"NSFTV_81"
"E3",16,"Low water",104778,"NSFTV_81"
"E1",6,"Control",44964,"NSFTV_81"
"E3",2,"Low water",20378,"NSFTV_81"
"E2",23,"Low water",159635,"NSFTV_81"
"E1",15,"Low water",146411,"NSFTV_81"
"E1",16,"Control",254533,"NSFTV_81"
"E3",13,"Control",137424,"NSFTV_81"
"E3",13,"Low water",88118,"NSFTV_81"
"E2",20,"Control",369086,"NSFTV_81"
"E2",4,"Control",28877,"NSFTV_81"
"E2",4,"Low water",27468,"NSFTV_81"
"E3",8,"Control",59930,"NSFTV_81"
"E2",5,"Control",37637,"NSFTV_81"
"E1",5,"Low water",28252,"NSFTV_81"
"E2",6,"Control",46552,"NSFTV_81"
"E3",10,"Control",89222,"NSFTV_81"
"E3",10,"Low water",72719,"NSFTV_81"
"E3",4,"Low water",27932,"NSFTV_81"
"E2",2,"Control",22531,"NSFTV_81"
"E2",2,"Low water",21631,"NSFTV_81"
"E2",3,"Control",25556,"NSFTV_81"
"E2",3,"Low water",27082,"NSFTV_81"
"E2",9,"Low water",53939,"NSFTV_81"
"E2",10,"Control",92105,"NSFTV_81"
"E2",10,"Low water",66420,"NSFTV_81"
"E3",15,"Low water",103131,"NSFTV_81"
"E3",16,"Control",214405,"NSFTV_81"
"E2",13,"Low water",94832,"NSFTV_81"
"E1",20,"Low water",195340,"NSFTV_81"
"E2",14,"Control",167595,"NSFTV_81"
"E3",11,"Control",99773,"NSFTV_81"
"E3",11,"Low water",80066,"NSFTV_81"
"E3",12,"Control",118646,"NSFTV_81"
"E3",12,"Low water",81793,"NSFTV_81"
"E2",9,"Control",74223,"NSFTV_81"
"E3",19,"Control",316291,"NSFTV_81"
"E3",19,"Low water",116807,"NSFTV_81"
"E2",18,"Low water",149793,"NSFTV_81"
"E2",19,"Control",310394,"NSFTV_81"
"E3",8,"Low water",53016,"NSFTV_81"
"E2",5,"Low water",33027,"NSFTV_81"
"E3",9,"Low water",64739,"NSFTV_81"
"E1",6,"Low water",38011,"NSFTV_81"
"E1",7,"Control",52737,"NSFTV_81"
"E1",7,"Low water",43926,"NSFTV_81"
"E3",5,"Control",30964,"NSFTV_81"
"E3",5,"Low water",35644,"NSFTV_81"
"E3",6,"Control",40648,"NSFTV_81"
"E3",6,"Low water",41270,"NSFTV_81"
"E3",7,"Control",48142,"NSFTV_81"
"E3",7,"Low water",47309,"NSFTV_81"
"E1",11,"Control",119425,"NSFTV_81"
"E1",3,"Low water",20380,"NSFTV_81"
"E2",11,"Control",111878,"NSFTV_81"
"E2",11,"Low water",82818,"NSFTV_81"
"E1",13,"Control",167831,"NSFTV_81"
"E2",6,"Low water",43137,"NSFTV_81"
"E2",7,"Control",53571,"NSFTV_81"
"E2",7,"Low water",48122,"NSFTV_81"
"E2",8,"Control",63489,"NSFTV_81"
"E2",8,"Low water",49366,"NSFTV_81"
"E3",18,"Low water",109971,"NSFTV_81"
"E1",2,"Control",18283,"NSFTV_81"
"E1",2,"Low water",16939,"NSFTV_81"
"E1",3,"Control",24804,"NSFTV_81"
"E1",10,"Low water",73158,"NSFTV_81"
"E1",11,"Low water",86363,"NSFTV_81"
"E1",12,"Control",135747,"NSFTV_81"
"E2",12,"Control",126042,"NSFTV_81"
"E3",9,"Control",76964,"NSFTV_81"
"E1",0,"Control",12321,"NSFTV_81"
"E3",17,"Control",250319,"NSFTV_81"
"E3",17,"Low water",107495,"NSFTV_81"
"E3",18,"Control",275615,"NSFTV_81"
"E1",8,"Low water",52541,"NSFTV_81"
"E1",9,"Control",82692,"NSFTV_81"
"E1",9,"Low water",62253,"NSFTV_81"
"E1",10,"Control",100594,"NSFTV_81"
"E2",18,"Control",272701,"NSFTV_81"
"E1",1,"Control",14283,"NSFTV_81"
"E3",3,"Control",22743,"NSFTV_81"
"E1",12,"Low water",97440,"NSFTV_81"
"E3",4,"Control",24211,"NSFTV_81"
"E1",0,"Low water",11261,"NSFTV_81"
"E1",1,"Low water",14165,"NSFTV_81"
"E3",3,"Low water",22342,"NSFTV_81"
"E2",17,"Low water",135124,"NSFTV_81"
"E2",12,"Low water",89097,"NSFTV_81"
"E1",8,"Control",63805,"NSFTV_81"
"E2",17,"Control",250563,"NSFTV_81"
"E2",15,"Control",184096,"NSFTV_81"
"E2",13,"Control",143127,"NSFTV_81"
"E2",14,"Low water",101411,"NSFTV_81"
"E2",16,"Low water",125925,"NSFTV_81"
"E2",16,"Control",214406,"NSFTV_81"
"E2",15,"Low water",113070,"NSFTV_81"
"E3",22,"Control",631036,"NSFTV_80"
"E2",16,"Low water",70718,"NSFTV_80"
"E3",22,"Low water",118211,"NSFTV_80"
"E3",16,"Low water",93715,"NSFTV_80"
"E3",21,"Low water",134528,"NSFTV_80"
"E1",6,"Control",39931,"NSFTV_80"
"E1",7,"Control",45768,"NSFTV_80"
"E1",7,"Low water",47106,"NSFTV_80"
"E3",8,"Low water",50688,"NSFTV_80"
"E1",6,"Low water",39214,"NSFTV_80"
"E3",14,"Low water",84326,"NSFTV_80"
"E3",13,"Low water",77999,"NSFTV_80"
"E3",14,"Control",202518,"NSFTV_80"
"E2",9,"Low water",37113,"NSFTV_80"
"E3",9,"Control",79932,"NSFTV_80"
"E3",15,"Control",239433,"NSFTV_80"
"E3",8,"Control",67105,"NSFTV_80"
"E3",16,"Control",276420,"NSFTV_80"
"E3",12,"Low water",76910,"NSFTV_80"
"E3",13,"Control",173636,"NSFTV_80"
"E2",8,"Low water",34600,"NSFTV_80"
"E2",9,"Control",45128,"NSFTV_80"
"E3",21,"Control",563887,"NSFTV_80"
"E1",4,"Control",25566,"NSFTV_80"
"E2",15,"Control",99914,"NSFTV_80"
"E3",15,"Low water",92715,"NSFTV_80"
"E2",16,"Control",116322,"NSFTV_80"
"E3",7,"Low water",41651,"NSFTV_80"
"E3",10,"Low water",60406,"NSFTV_80"
"E3",11,"Control",119903,"NSFTV_80"
"E3",12,"Control",141928,"NSFTV_80"
"E2",7,"Low water",29333,"NSFTV_80"
"E2",8,"Control",40265,"NSFTV_80"
"E1",10,"Low water",73900,"NSFTV_80"
"E1",11,"Control",85245,"NSFTV_80"
"E1",11,"Low water",85720,"NSFTV_80"
"E2",2,"Low water",16140,"NSFTV_80"
"E1",12,"Control",101502,"NSFTV_80"
"E2",15,"Low water",65650,"NSFTV_80"
"E1",13,"Control",122700,"NSFTV_80"
"E2",11,"Low water",43713,"NSFTV_80"
"E1",8,"Control",55289,"NSFTV_80"
"E1",8,"Low water",56320,"NSFTV_80"
"E3",11,"Low water",66971,"NSFTV_80"
"E1",9,"Low water",63712,"NSFTV_80"
"E1",10,"Control",77037,"NSFTV_80"
"E1",15,"Low water",147134,"NSFTV_80"
"E1",16,"Control",192071,"NSFTV_80"
"E1",16,"Low water",157923,"NSFTV_80"
"E1",17,"Control",223382,"NSFTV_80"
"E2",10,"Control",53543,"NSFTV_80"
"E2",10,"Low water",43045,"NSFTV_80"
"E2",11,"Control",69949,"NSFTV_80"
"E2",4,"Control",18593,"NSFTV_80"
"E3",7,"Control",57131,"NSFTV_80"
"E2",5,"Low water",23738,"NSFTV_80"
"E3",9,"Low water",54071,"NSFTV_80"
"E3",10,"Control",100701,"NSFTV_80"
"E2",7,"Control",32367,"NSFTV_80"
"E3",19,"Low water",108155,"NSFTV_80"
"E3",20,"Control",490797,"NSFTV_80"
"E3",20,"Low water",104671,"NSFTV_80"
"E1",5,"Low water",32936,"NSFTV_80"
"E2",14,"Low water",57465,"NSFTV_80"
"E2",3,"Control",15764,"NSFTV_80"
"E1",12,"Low water",96366,"NSFTV_80"
"E1",18,"Control",255251,"NSFTV_80"
"E2",4,"Low water",21837,"NSFTV_80"
"E2",18,"Control",146468,"NSFTV_80"
"E2",18,"Low water",74648,"NSFTV_80"
"E1",9,"Control",64114,"NSFTV_80"
"E2",0,"Control",9291,"NSFTV_80"
"E2",0,"Low water",11067,"NSFTV_80"
"E2",1,"Control",11079,"NSFTV_80"
"E2",1,"Low water",13805,"NSFTV_80"
"E2",2,"Control",12914,"NSFTV_80"
"E2",22,"Control",237554,"NSFTV_80"
"E2",14,"Control",92937,"NSFTV_80"
"E1",17,"Low water",172770,"NSFTV_80"
"E2",23,"Control",278211,"NSFTV_80"
"E1",18,"Low water",195819,"NSFTV_80"
"E2",5,"Control",22615,"NSFTV_80"
"E1",13,"Low water",111889,"NSFTV_80"
"E2",6,"Control",26879,"NSFTV_80"
"E2",6,"Low water",25062,"NSFTV_80"
"E1",15,"Control",168196,"NSFTV_80"
"E3",19,"Control",441633,"NSFTV_80"
"E1",4,"Low water",27125,"NSFTV_80"
"E1",5,"Control",31542,"NSFTV_80"
"E1",3,"Low water",24516,"NSFTV_80"
"E2",21,"Control",208560,"NSFTV_80"
"E2",22,"Low water",91093,"NSFTV_80"
"E2",21,"Low water",88335,"NSFTV_80"
"E2",23,"Low water",94065,"NSFTV_80"
"E1",0,"Control",10997,"NSFTV_80"
"E3",17,"Control",342534,"NSFTV_80"
"E3",17,"Low water",89099,"NSFTV_80"
"E3",18,"Control",396662,"NSFTV_80"
"E3",18,"Low water",90320,"NSFTV_80"
"E2",19,"Control",166845,"NSFTV_80"
"E2",19,"Low water",75225,"NSFTV_80"
"E2",20,"Control",193623,"NSFTV_80"
"E2",20,"Low water",82082,"NSFTV_80"
"E2",13,"Low water",49980,"NSFTV_80"
"E3",1,"Low water",13034,"NSFTV_80"
"E2",17,"Control",133831,"NSFTV_80"
"E3",3,"Low water",22137,"NSFTV_80"
"E3",6,"Control",47125,"NSFTV_80"
"E3",6,"Low water",34190,"NSFTV_80"
"E1",2,"Control",15427,"NSFTV_80"
"E2",17,"Low water",74523,"NSFTV_80"
"E3",0,"Control",13952,"NSFTV_80"
"E1",1,"Low water",13734,"NSFTV_80"
"E3",4,"Low water",26639,"NSFTV_80"
"E1",2,"Low water",17192,"NSFTV_80"
"E1",3,"Control",20187,"NSFTV_80"
"E3",1,"Control",16873,"NSFTV_80"
"E1",20,"Low water",213988,"NSFTV_80"
"E3",5,"Low water",28932,"NSFTV_80"
"E3",2,"Control",21574,"NSFTV_80"
"E2",3,"Low water",17470,"NSFTV_80"
"E2",13,"Control",85258,"NSFTV_80"
"E3",4,"Control",31405,"NSFTV_80"
"E1",14,"Control",136347,"NSFTV_80"
"E1",14,"Low water",127484,"NSFTV_80"
"E3",2,"Low water",16638,"NSFTV_80"
"E1",19,"Low water",206916,"NSFTV_80"
"E2",12,"Control",75296,"NSFTV_80"
"E3",0,"Low water",13372,"NSFTV_80"
"E1",1,"Control",13830,"NSFTV_80"
"E1",20,"Control",327388,"NSFTV_80"
"E1",0,"Low water",11493,"NSFTV_80"
"E2",12,"Low water",47238,"NSFTV_80"
"E3",5,"Control",35367,"NSFTV_80"
"E1",19,"Control",286890,"NSFTV_80"
"E3",3,"Control",27211,"NSFTV_80"
"E2",7,"Control",36401.5,"NSFTV_79"
"E2",16,"Control",104354.5,"NSFTV_79"
"E3",16,"Control",185141,"NSFTV_79"
"E2",6,"Low water",27867,"NSFTV_79"
"E1",16,"Low water",58363,"NSFTV_79"
"E2",16,"Low water",58946.5,"NSFTV_79"
"E3",15,"Low water",74213,"NSFTV_79"
"E1",18,"Low water",62736,"NSFTV_79"
"E1",17,"Control",90329,"NSFTV_79"
"E2",18,"Control",144126.5,"NSFTV_79"
"E2",15,"Control",89732,"NSFTV_79"
"E2",17,"Control",120860.5,"NSFTV_79"
"E2",8,"Low water",34419,"NSFTV_79"
"E2",15,"Low water",55488.5,"NSFTV_79"
"E3",17,"Control",202960,"NSFTV_79"
"E2",6,"Control",28404.5,"NSFTV_79"
"E2",20,"Control",171484,"NSFTV_79"
"E3",16,"Low water",74912,"NSFTV_79"
"E2",7,"Low water",31287,"NSFTV_79"
"E2",8,"Control",41398.5,"NSFTV_79"
"E3",15,"Control",150181,"NSFTV_79"
"E2",20,"Low water",64485.5,"NSFTV_79"
"E2",9,"Control",43197,"NSFTV_79"
"E2",9,"Low water",35521,"NSFTV_79"
"E2",10,"Control",48434,"NSFTV_79"
"E2",14,"Low water",52257.5,"NSFTV_79"
"E2",18,"Low water",63516,"NSFTV_79"
"E2",19,"Control",158380,"NSFTV_79"
"E2",5,"Low water",25894,"NSFTV_79"
"E2",4,"Control",21981,"NSFTV_79"
"E2",4,"Low water",21445,"NSFTV_79"
"E1",17,"Low water",58545,"NSFTV_79"
"E1",18,"Control",107919,"NSFTV_79"
"E1",16,"Control",78653,"NSFTV_79"
"E3",9,"Control",44661,"NSFTV_79"
"E1",4,"Low water",17533,"NSFTV_79"
"E1",5,"Control",13362,"NSFTV_79"
"E1",5,"Low water",20522,"NSFTV_79"
"E1",6,"Control",18341,"NSFTV_79"
"E2",3,"Control",19461,"NSFTV_79"
"E2",1,"Control",13046.5,"NSFTV_79"
"E2",19,"Low water",64009.5,"NSFTV_79"
"E2",11,"Low water",41081.5,"NSFTV_79"
"E2",12,"Control",65279.5,"NSFTV_79"
"E2",5,"Control",25077,"NSFTV_79"
"E1",15,"Low water",56539,"NSFTV_79"
"E2",13,"Low water",46288.5,"NSFTV_79"
"E2",14,"Control",79138.5,"NSFTV_79"
"E1",19,"Control",119242,"NSFTV_79"
"E1",19,"Low water",61903,"NSFTV_79"
"E1",20,"Control",133214,"NSFTV_79"
"E1",20,"Low water",68396,"NSFTV_79"
"E2",23,"Low water",68350.5,"NSFTV_79"
"E3",17,"Low water",69419,"NSFTV_79"
"E2",3,"Low water",17551,"NSFTV_79"
"E3",0,"Control",8050,"NSFTV_79"
"E3",0,"Low water",9465,"NSFTV_79"
"E3",1,"Control",10532,"NSFTV_79"
"E2",21,"Control",194843,"NSFTV_79"
"E2",21,"Low water",66522.5,"NSFTV_79"
"E2",22,"Control",216559.5,"NSFTV_79"
"E1",4,"Control",10576,"NSFTV_79"
"E1",3,"Low water",16120,"NSFTV_79"
"E3",3,"Low water",14541,"NSFTV_79"
"E2",23,"Control",237925,"NSFTV_79"
"E3",10,"Control",54583,"NSFTV_79"
"E2",2,"Low water",14728,"NSFTV_79"
"E2",17,"Low water",60551,"NSFTV_79"
"E1",13,"Low water",47408,"NSFTV_79"
"E1",14,"Control",53077,"NSFTV_79"
"E1",14,"Low water",50361,"NSFTV_79"
"E1",15,"Control",66906,"NSFTV_79"
"E3",8,"Control",39659,"NSFTV_79"
"E3",8,"Low water",34979,"NSFTV_79"
"E3",14,"Low water",69942,"NSFTV_79"
"E3",3,"Control",13740,"NSFTV_79"
"E1",2,"Low water",13200,"NSFTV_79"
"E3",9,"Low water",42469,"NSFTV_79"
"E1",11,"Low water",40485,"NSFTV_79"
"E2",10,"Low water",38647,"NSFTV_79"
"E1",13,"Control",45665,"NSFTV_79"
"E2",11,"Control",57453.5,"NSFTV_79"
"E3",11,"Low water",54674,"NSFTV_79"
"E3",12,"Control",91332,"NSFTV_79"
"E2",12,"Low water",42439.5,"NSFTV_79"
"E2",13,"Control",72884,"NSFTV_79"
"E3",14,"Control",119031,"NSFTV_79"
"E3",2,"Low water",13790,"NSFTV_79"
"E1",3,"Control",9835,"NSFTV_79"
"E3",21,"Low water",83534,"NSFTV_79"
"E3",22,"Control",433140,"NSFTV_79"
"E2",22,"Low water",67333.5,"NSFTV_79"
"E1",12,"Control",44903,"NSFTV_79"
"E1",12,"Low water",43644,"NSFTV_79"
"E3",18,"Control",229315,"NSFTV_79"
"E3",18,"Low water",71027,"NSFTV_79"
"E3",19,"Control",280485,"NSFTV_79"
"E3",19,"Low water",62210,"NSFTV_79"
"E3",1,"Low water",11974,"NSFTV_79"
"E3",2,"Control",10939,"NSFTV_79"
"E3",13,"Low water",63716,"NSFTV_79"
"E3",21,"Control",386783,"NSFTV_79"
"E1",2,"Control",7642,"NSFTV_79"
"E1",8,"Low water",35939,"NSFTV_79"
"E1",9,"Control",28081,"NSFTV_79"
"E1",10,"Control",32765,"NSFTV_79"
"E3",4,"Control",16157,"NSFTV_79"
"E2",0,"Control",11889,"NSFTV_79"
"E2",0,"Low water",11356,"NSFTV_79"
"E2",1,"Low water",12712.5,"NSFTV_79"
"E2",2,"Control",16190,"NSFTV_79"
"E3",7,"Low water",28495,"NSFTV_79"
"E3",13,"Control",106217,"NSFTV_79"
"E3",20,"Low water",71583,"NSFTV_79"
"E1",1,"Low water",9970,"NSFTV_79"
"E1",8,"Control",25334,"NSFTV_79"
"E3",4,"Low water",17038,"NSFTV_79"
"E3",10,"Low water",52562,"NSFTV_79"
"E1",9,"Low water",34768,"NSFTV_79"
"E1",0,"Control",3256,"NSFTV_79"
"E3",12,"Low water",58477,"NSFTV_79"
"E3",20,"Control",340373,"NSFTV_79"
"E3",11,"Control",75991,"NSFTV_79"
"E1",7,"Low water",31095,"NSFTV_79"
"E3",7,"Control",32417,"NSFTV_79"
"E1",10,"Low water",38580,"NSFTV_79"
"E1",1,"Control",4486,"NSFTV_79"
"E3",6,"Low water",24306,"NSFTV_79"
"E1",11,"Control",36723,"NSFTV_79"
"E1",6,"Low water",25353,"NSFTV_79"
"E3",6,"Control",23940,"NSFTV_79"
"E1",7,"Control",22520,"NSFTV_79"
"E3",5,"Control",18546,"NSFTV_79"
"E1",0,"Low water",7235,"NSFTV_79"
"E3",22,"Low water",80677,"NSFTV_79"
"E3",5,"Low water",20363,"NSFTV_79"
"E1",5,"Low water",43405,"NSFTV_78"
"E1",5,"Control",34953,"NSFTV_78"
"E1",6,"Control",46195,"NSFTV_78"
"E2",9,"Control",105005,"NSFTV_78"
"E1",18,"Low water",211653,"NSFTV_78"
"E2",7,"Low water",73788,"NSFTV_78"
"E2",8,"Control",100296,"NSFTV_78"
"E2",8,"Low water",81824,"NSFTV_78"
"E1",4,"Low water",35579,"NSFTV_78"
"E1",17,"Control",430152,"NSFTV_78"
"E3",5,"Control",45041,"NSFTV_78"
"E1",17,"Low water",203391,"NSFTV_78"
"E1",18,"Control",503253,"NSFTV_78"
"E3",13,"Control",211697,"NSFTV_78"
"E1",19,"Control",574673,"NSFTV_78"
"E1",15,"Control",313333,"NSFTV_78"
"E1",16,"Control",359774,"NSFTV_78"
"E1",16,"Low water",204197,"NSFTV_78"
"E2",7,"Control",96805,"NSFTV_78"
"E3",11,"Low water",88406,"NSFTV_78"
"E3",12,"Control",179397,"NSFTV_78"
"E3",12,"Low water",95648,"NSFTV_78"
"E3",6,"Control",52481,"NSFTV_78"
"E3",13,"Low water",108256,"NSFTV_78"
"E2",9,"Low water",86380,"NSFTV_78"
"E2",10,"Control",122257,"NSFTV_78"
"E2",10,"Low water",94122,"NSFTV_78"
"E2",1,"Control",25710,"NSFTV_78"
"E1",14,"Control",259515,"NSFTV_78"
"E1",15,"Low water",202122,"NSFTV_78"
"E3",4,"Control",37500,"NSFTV_78"
"E3",4,"Low water",30165,"NSFTV_78"
"E2",18,"Low water",126609,"NSFTV_78"
"E2",19,"Control",448557,"NSFTV_78"
"E3",5,"Low water",37233,"NSFTV_78"
"E3",11,"Control",144384,"NSFTV_78"
"E3",6,"Low water",44223,"NSFTV_78"
"E1",0,"Control",10589,"NSFTV_78"
"E1",0,"Low water",13825,"NSFTV_78"
"E1",1,"Control",13456,"NSFTV_78"
"E1",1,"Low water",17091,"NSFTV_78"
"E1",7,"Low water",67662,"NSFTV_78"
"E1",14,"Low water",190910,"NSFTV_78"
"E3",3,"Control",30490,"NSFTV_78"
"E3",3,"Low water",24992,"NSFTV_78"
"E1",4,"Control",31609,"NSFTV_78"
"E2",6,"Low water",57505,"NSFTV_78"
"E3",10,"Low water",79525,"NSFTV_78"
"E1",11,"Control",156106,"NSFTV_78"
"E2",20,"Control",506815,"NSFTV_78"
